_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_topics_is_this_review_about,what_topics_is_this_review_about:confidence,comment,id,industry,normalized_rating,what_topics_is_this_review_about_gold
929645045,false,finalized,5,4/8/2016 22:44:35,"doctor_competence
bedside_manner","0.6193
0.6054","I have never had a good experience since I have been seeing Dr. Silver. He has absolutely no bedside manner, and doesn't discuss any of your problems or answer or questions, just sends you to a specialist for any tests that should be done. Very unprofessional and left his office feeling upset.",ZOC_DOC.5Ejq35hQVFe3_UbSvJ2iLA.eiVtMaDjid7tjCppeTwK-w,,0.2,
929645046,false,finalized,5,4/9/2016 18:01:49,"","",Misdiagnosed me saying I had stomach flu when it turned out I had a stroke. Was impatient with my slowness of responses.,VITALS.b1n2PgzEPFW2oTwB6yChig.hM-Rsqlq0cw5ORDeYQxsPQ,,0.2,
929645047,false,finalized,5,4/8/2016 22:29:21,"","","New office is nice. Longer wait than I would expect, 10:30 appointment and it was past 11 before I saw Ms. Barrientos. Ms. Barrientos provided excellent care.",SURVEY_a1e4992a214715dabc70e45f007ba11f_06a0f28517cef6d3d34c1bb67791f210,,0.8,
929645048,false,finalized,4,4/11/2016 22:57:22,bedside_manner,0.7562,"Dr. Castro is a great pediatrician. She is very patience, caring and most of all very knowledgeable. I really appreciate every thing she has done for my kids every since they were born. I trust her 100% with my most valued treasure.",KIOSK_b703f7f80c4e95910d9c559268673e5e_110d249e43bdd941a84e4039f9be2323,,1.0,
929645049,false,finalized,3,4/8/2016 22:19:00,bedside_manner,1.0,"Saw him at Kaiser in Wildomar. Very rude, if you don't mirror his exact opinions. He spoke to me like I was dumb, and ignored my concerns and didn't explain things he thoroughly I left feeling very offended. The nurse was great though",VITALS.0aRyv9BUFHEl5qmj0eO2jA.rjbOpSYyK7QD35yFBCk44A,,0.2,
929645050,false,finalized,4,4/8/2016 22:20:30,"staff
bedside_manner","0.7237
0.5212",Great experience overall.Dr Prieto is awesome as well as all his staff. I thank Dr Prieto for everything he did for me.,SURVEY_09149227094477472dc5567094a2ece6_f79a4c12a814672f2867fc5e43471326,,1.0,
929645051,false,finalized,4,4/8/2016 22:17:56,bedside_manner,1.0,"After visitng Dr. Bramlett, I could not believe how arrogant he was. We will never go to this doctor again. He is rude to his staff and arrogant to his patients. His poor assistant was so nervous and he was so rude to her.",VITALS.9XgdtR-oaCnr3vNb0cOlMQ.LL1LkcsRO_7_AAPB8ix8-Q,,0.2,
929645052,false,finalized,3,4/8/2016 22:13:33,bedside_manner,1.0,He doesn't care about addicts. He send me home with bag of pills and pat on back with ZERO help... He is one of the least caring people I've ever met.,VITALS.lECY_LEABUNtpn6dqLWd6Q.JBmhGPLCOD96YGT3hU8NFQ,,0.2,
929645053,false,finalized,6,4/8/2016 22:22:13,doctor_competence,0.4863,"Excellent-My husband and child will come here, too.",SURVEY_44f77ad82ec7e5cf702b2ae7c2b1c0f5_0eb1f1ad6010f66ee84c9b623a94cace,,1.0,
929645054,false,finalized,4,4/8/2016 22:45:45,bedside_manner,1.0,"Very informative. Very friendly, helpful and understanding",SURVEY_09149227094477472dc5567094a2ece6_0aaf4c218b1c27d8df068bcf84197951,,1.0,
929645055,false,finalized,3,4/9/2016 18:44:20,likely_to_recommend,1.0,Dr. J Vyas is such a friendly doctor that makes me feel very comfortable while discussing medical issues. I would definitely recommend her as a doctor for my family and friends.,KIOSK_2c834810464af7a7f9c0911465f2e405_dd81cd0edf12f4f86ed523327a5d1f61,,1.0,
929645056,false,finalized,5,4/8/2016 22:19:15,staff,0.8077,Always great. Love the staff & Dr. King is the best!,SURVEY_7b16fd4c8391892a9015aac2153f4f46_064d0785f2f7c5e5c2461a0eaf9251ba,,1.0,
929645057,false,finalized,6,4/8/2016 22:21:14,bedside_manner,0.666,He was very thorough with my initial visit. It had been years since I had been to a primary care dr and I'm happy I came here.,SURVEY_3f7a527019fc33e2ca89671746cb3978_88716fb23fbd7d48b5842f725ddf3d3c,,1.0,
929645058,false,finalized,5,4/8/2016 22:29:21,"bedside_manner
likely_to_recommend","0.5842
0.4158","Excellent surgeon, great personality and bedside manner. Could do what other doctors couldn't.  Highly recommend.",SURVEY_38c8e37de8add6b96e85372367914405_01a312fa11d41e08e8bc7a9b244861d2,,1.0,
929645059,false,finalized,3,4/8/2016 22:25:24,bedside_manner,1.0,Pleasant and very informative. She is a very personable doctor.,SURVEY_19fe9d0cbcd4ff4f3715a1973d6c7b65_f165c82116f54fedbf715e2a96d2911c,,1.0,
929645060,false,finalized,5,4/8/2016 22:21:17,bedside_manner,0.6028,"My son is 10 weeks old. We took him in because we thought he had an ear infection because he has been extremely fussy the last 3 days. Dr Ruby was originally his primary physician but was switch to the pediatrician my wife grew up using. I had to take my son in for an emergency appointment today and the first thing this dr said to me when she walked in was ""ohh i guess mom didnt want to come in and have me tell her everything is fine with him again."" now this is the first time i have ever seen this dr, and the second time my son has ever seen this dr. She decided he was fine before even looking at him. The fist time we brought him in was because he could not breath through his nose so he wasnt eating or sleeping ( 6 weeks old). what she said was extremely unprofessional and honestly made me feel like crap for wanting to make sure my son was ok. I do not even trust that she would have told me if anything was wrong after making that statement. I do NOT recommend anyone take their children to see her. Go find a dr that will take the time to look at your child and come in with an open mind. Not someone that is going to treat your child and you like a burden.",VITALS.-5IRYAK0Mp65ojUCy9t4qA.nKyJ7-zBP5JkTaB24JqTOw,,0.2,
929645061,false,finalized,4,4/8/2016 22:25:24,doctor_competence,1.0,Terrible! Incompetent quack! He told my daughter her test results were normal when they were really so off the charts she could have died. He also misdiagnosed a 33 year old woman's sarcoma and she died. Her family won a malpractice suit against him in 2004. Don't go to this condescending incompetent man!,VITALS.r5fssvn-Jp_FSV5DW1SBCw.ZCm2euMRleRATlqy1hV5OA,,0.2,
929645062,false,finalized,6,4/9/2016 18:41:11,doctor_competence,0.6523,"Its a shame to have adoctor un our community like Adrian Marimon. His lack of experience is embarassing. He barely read the patients chart when he sees a patient he comes to the room and finishes with the patient without knowing who you are as a petient I had a miscarriage at 17 weeks i did not feel care or safe by him at all. One week after the miscarrage I had a follow up appointment and like always entered to the room and said ""you are 17 weeks do you know what you having?"" The staff does not have a clue about HIPPA and patient's confidentiality. From the window in the waiting room you have to tell the staff the reason why you are there so everyone can hear it. I do not recommend him at all.",VITALS.d-7IAXqwW62HklZ-IRl8VQ.wJ9xSOAOVm2nU-aNVba1FQ,,0.2,
929645063,false,finalized,4,4/8/2016 22:16:36,staff,1.0,Great experience. Staff was friendly. Quick service as well.,SURVEY_5775fc5497cc2ddb0747429182ff1130_30b644db0a7b567f61bc3f242d77af9b,,1.0,
929645064,false,finalized,4,4/8/2016 22:40:35,bedside_manner,0.7552,Good all around. Good bedside and informative of every step.,SURVEY_61dcedf339e22580a6c4b325d5da594f_0c7f9b58689149e33171edd4dcf4620b,,1.0,
929645065,false,finalized,4,4/8/2016 22:25:39,"doctor_competence
bedside_manner","0.7759
0.4689","Mark Melberg performed arthroscopic surgery on my left knee for a medial meniscus tear. I have not been able to walk without limping since that time and the pain is only getting worse. He flatly stated that I did NOT need physical therapy after surgery and I believe much of my pain is a result of that direction. Furthermore, if you're a poor sap like me and have Kaiser Permanente insurance- don't expect post-op treatment as their scheduling is booked out 40 days or longer.",VITALS.uGk3mdGoTMfSgV0x6qpLnA.yEHGjZDyP7f0CRnLoTTxGA,,0.2,
929645066,false,finalized,3,4/8/2016 22:10:15,bedside_manner,0.669,Very attentative and thorough listens and answered everything,SURVEY_3287d4b05640588ee1102c009c161ce8_f0f79b697f5b3d5eb81e8da636f6955e,,1.0,
929645067,false,finalized,5,4/9/2016 18:14:11,"doctor_competence
likely_to_recommend","0.5856
0.4144","Whatever you do, avoid this doctor. I had a minor shoulder problem and went to see him. Now I am disabled and have lost my job. I have had 3 operations with another doctor to attempt to correct Dr. Feldman's mistake, and there is still more operations needed. He is a disconnected arrogant moron and unless you have an obvious in your face problem or are a NY Ranger he will ruin your life. he has already been sued for operating on a patients wrong knee. Feldman himself marked and initialed the patients right knee, then operated on that patients left knee. He should have his license taken away. He only cares about the number of surgeries he can perform to pay for his 5 million dollar home. Find another doctor, save your life!",VITALS.zAQMVdfhDu7xawJbjknFaw.y4AnnfAoxczmeDm6bMo-AQ,,0.2,
929645068,false,finalized,5,4/8/2016 22:29:21,staff,0.6009,"Staff is lazy, discourteous, and mixes up appointment times. Carefully document all interactions and save voicemails, as they will tell you a different appointment time when you arrive. Playing back their own voicemails to them is the best defense. It won't let you see the Dr, but at least you can show they are lying.",U_COMPARE_HEALTH_CARE.chwrJx9-S4faOqQSBuub1Q.rv-9189486,,0.2,
929645069,false,finalized,5,4/9/2016 17:44:20,"","","I was injured by this doctor 16 years ago resulting in an injury that I'll have forever. I have had severe chronic pain every day since. Do not let this doctor perform any procedure on you, especially any kind of epidural.",VITALS.8dE7aeOTRAbmIjakxJeoQQ.veRWsuyak7dp5KSQBcMsbw,,0.2,
929645070,false,finalized,4,4/8/2016 22:18:18,"bedside_manner
doctor_competence","0.7588
0.5047",Dr Prieto explained everything and put my mind at ease,SURVEY_09149227094477472dc5567094a2ece6_6574fc8b172471fc272fb45dc1f564cc,,1.0,
929645071,false,finalized,5,4/8/2016 22:21:17,"doctor_competence
bedside_manner","0.6109
0.4014","Stripped membranes without consent, no informed consent for induction of labor, scheduled induction of labor at 40 0 weeks when not medically indicated, no informed consent for primary cesarean section (information actually withheld), left town after surgery and left follow up care to another physician, missing records and OR management report... find a different OB!",VITALS.jZNN6ZR126Pzl0-HmeNBBg.KJd8b4hiZxrxBcjiUqYUSQ,,0.2,
929645072,false,finalized,5,4/8/2016 22:19:15,"bedside_manner
doctor_competence","0.7954
0.4051",Dr. Colligan is great. I've had a wonderful experience each time I've been here.,SURVEY_b51e1531dddd8bc3fff4dfae8debcab1_45554c727a28f49df17521f03eddf79b,,1.0,
929645073,false,finalized,3,4/9/2016 17:44:20,doctor_competence,1.0,"I had talked to Dr. Kelly previously on the phone where she declined to prescribe antibiotics for a tick bite and insisted that I come into the office. At the time my first available day was 5 days out but I was able to rearrange my schedule to come in the next day. I was 15 min. early for my appointment and show to an exam room on time only to wait for over 30min for Dr. Kelly who made no mention of the 30 min. wait let alone apologize. She then proceeded to give me two reason for not prescribing antibiotic over the phone for my tick bite: 1) I might have been bitten by another insect, not a tick, and 2) she also wanted to have a Lyme titer test done. I pulled the tick off myself and not only was it a tick, but it was a dangerous blacklegged tick. The Lyme titer test is notoriously inaccurate for Lyme disease within 1-2 weeks of being bitten. And given that antibiotics are most effective within 72 hours of a tick bite I felt she was dangerously uninformed. At this point I left the exam room as I was dissatisfied with her professionalism and service and on the way out I told the front desk I was not happy and why.",VITALS.geZvo9QnxxbzVjTkhOwlBw.plz8b_qlsjRlf7aCeQWT-g,,0.2,
929645074,false,finalized,6,4/8/2016 22:19:02,doctor_competence,0.4894,I recently took my daughter to her 18month check up and she was seeing patients while testing positive with the flu. I ask myself who does that.,VITALS.8600mQ3vsSvroWx8hC8gng.ZWW1KPurE_Y0xKEktjn10g,,0.2,
929645075,false,finalized,4,4/8/2016 22:18:18,"doctor_competence
bedside_manner","0.7556
0.5079",He was very thorough and informative.  We felt at ease,SURVEY_3287d4b05640588ee1102c009c161ce8_6bbd2474e334ecf1e6df137368e21d03,,1.0,
929645076,false,finalized,4,4/8/2016 22:12:11,bedside_manner,0.7415,"NP.Ormeno- really good, 
Denise-Ma - very nice
Happy over all!",SURVEY_7b16fd4c8391892a9015aac2153f4f46_ce4843752c834a0486683aad3c3b05f9,,1.0,
929645077,false,finalized,3,4/8/2016 22:22:14,staff,1.0,Excellent staff and care .  I was seen quickly and had a great experience. I am in the medical field myself and was very impressed with the quality of service I received.  i saw NP Ormeno and she was wonderful.,SURVEY_7b16fd4c8391892a9015aac2153f4f46_b9a037678b3d2371a9885c42a01c7606,,1.0,
929645078,false,finalized,5,4/11/2016 22:31:21,other,0.421,Awesome!!!!!!!! He has helped me so much! So appreciate.,SURVEY_83690081290f8769be25583d6d2c9cbd_40ba5f30ef51fd821a444f654f079de3,,1.0,
929645079,false,finalized,4,4/8/2016 22:19:15,bedside_manner,1.0,I am so happy with dr. King.  He takes his time and really listens.,SURVEY_7b16fd4c8391892a9015aac2153f4f46_990e7de4a80af742a8ac002f1a9b34f0,,1.0,
929645080,false,finalized,4,4/8/2016 22:18:18,"doctor_competence
bedside_manner","0.7556
0.5079",Was very dismissive about my injury and was lousy following up with my MRI results.,U_COMPARE_HEALTH_CARE.ZOA8vMOCE7c4iednZjuJQQ.rv-8819796,,0.2,
929645081,false,finalized,5,4/11/2016 22:33:54,wait_time,0.5993,Everyone was very nice howevre the wait was terrible,SURVEY_70d9943aff6f421751db4dace40b88ab_82ce2f55a5f287f00e8ae011e5716267,,1.0,
929645082,false,finalized,4,4/8/2016 22:19:15,bedside_manner,1.0,Very rude and condescending. Insulted me several times. Was so unpleasant. Run for your life.,VITALS.AfrLgm-_arN_qaeKIUm69g.8vzc1Juw7sFOFPn7S59mww,,0.2,
929645083,false,finalized,5,4/8/2016 22:29:21,"bedside_manner
likely_to_recommend","0.5842
0.4158",Great service and all around the best experience I have had with surgery. I had no pain after going home. Everyone was very nice. Best doctor I have had to perform surgery and to explain everything to me. I will refer my family and friends to Dr. MacKoul.,KIOSK_52c5d13cb973a52031130c6faf5626a5_744f8e4d407818f785c00567eeab3720,,1.0,
929645084,false,finalized,5,4/8/2016 22:44:35,wait_time,0.4145,"Dr was 55 min late to see me and then only spent 5 min with me, stating she had another apt she was late for. She left me with students who were no help.",VITALS.orJi_uUrlvK9XOQCNfBJAA.zsDHfUvE0M86I4iKBx0UQQ,,0.2,
929645085,false,finalized,5,4/9/2016 04:18:55,bedside_manner,0.8008,Most arrogant doctor. She doesn't want to promote young doctors or to help other professionals. She will fit more to UCI where she came from. KP will be absolutely better without this person and doctor.,VITALS.c5nLyMYKzuj1SmU4uKKk6A.Yj2Zbm396tEcHAfbzLA9Jw,,0.2,
929645086,false,finalized,5,4/9/2016 17:49:39,bedside_manner,0.6032,"Very professional, explains things well and makes you feel comfortable.",SURVEY_09149227094477472dc5567094a2ece6_7a039fa910d91398332acc50c5851a61,,1.0,
929645087,false,finalized,5,4/9/2016 04:18:55,bedside_manner,0.6098,This guy doesn't care your health. He cares only your wallet.,VITALS.hJqZxwyzqpvm-FOfEiB2lw.qbEqQyYd5_2m5OkqKk_QaQ,,0.2,
929645088,false,finalized,4,4/8/2016 22:40:35,bedside_manner,0.7487,We are very pleased with the knowledge and bedside manner of Dr. Dilworth and his staff.  Will come to him for any future surgical concerns.,SURVEY_95f3264be0e33eca18082243d7fef141_08df906052d366aa0d083386fa4a34ab,,1.0,
929645089,false,finalized,5,4/8/2016 22:32:50,staff,0.4132,"I am new to the area and looking for a primary care physician. I did my research and found Dr. Olivier to have great reviews. When I called the office today, I was basically told NO and not sure why. She IS accepting new patients and DOES accept my insurance. I explained that I did have a current issue I'd like to be seen for and was told she is not accepting patients for that....which I completely understand. I will contact a specialist for this. But when I then explained I was also hoping to use her just as my primary physician, the lady (I believe her name was Mary) told me quite rudely that she won't take me and that she hopes I have good luck finding someone! I guess they may just not want new patients, but I was quite shocked!! I will now be doing more research to find a physician.",VITALS.uuynT4QtPT9UwZLm9P3mtw.zOj7APNjwtDEz1RAS5MXWQ,,0.2,
929645090,false,finalized,5,4/8/2016 22:21:17,bedside_manner,0.6028,I had abdominal issues and Dr See was  through on the exam and referred me to a specialist.,SURVEY_ae6121b8050195c1fd259178c7d6d2f4_b9c7addbdc5119bd96aa676ec00dc087,,1.0,
929645091,false,finalized,3,4/9/2016 17:54:12,"staff
bedside_manner","0.6789
0.6352",Gall bladder surgery and follow up. Great dr. And staff,SURVEY_70d9943aff6f421751db4dace40b88ab_15809cd8244b978f6706939c27ab7188,,1.0,
929645092,false,finalized,3,4/8/2016 22:16:41,bedside_manner,1.0,Love Dr Preito!! He is absolutely the best. He always takes the time to explain everything and makes you feel comfortable .he has the best bedside manner,SURVEY_09149227094477472dc5567094a2ece6_a0c376273f679feb015c306672b1cc9f,,1.0,
929645093,false,finalized,3,4/8/2016 22:22:14,bedside_manner,0.6516,"Dr. King is very good at explaining condition.
The best",SURVEY_7b16fd4c8391892a9015aac2153f4f46_b2141a6734a24ce38ba278605f94fee6,,1.0,
929645094,false,finalized,3,4/8/2016 22:12:58,staff,1.0,Entire experience was awesome. Dr MacKoul is a magician in what he does best. Dr. MacKoul and staff define service excellence.,KIOSK_52c5d13cb973a52031130c6faf5626a5_a9e7e8abf84f1a085b93fca557e95a1d,,1.0,
929645095,false,finalized,3,4/8/2016 22:10:21,staff,1.0,Short notice accommodation was much appreciated.  Friendly staff and the doctor was warm and non-judgmental which isn't something I've experienced w doctors during very personal issues.,SURVEY_09149227094477472dc5567094a2ece6_d0517768690f980b24819754b8e81496,,1.0,
929645096,false,finalized,3,4/8/2016 22:22:14,bedside_manner,1.0,I like that The doctor took her time explaining to my daughter & I what to do about her diet.,SURVEY_5b2f2fb88d097c2f29ecb6fc7e6eb071_3e651082406679e65c1920cbed85be47,,1.0,
929645097,false,finalized,5,4/8/2016 22:16:59,"bedside_manner
doctor_competence","0.7945
0.4061",He did not take the time to explain my condition or upcoming minor surgery. Almost as if he did not understand it himself when questions where asked.,VITALS.pkBLkZfuBfv4_3bQlVGGVA.JqtKJfHdNS6_DTF4lAZMiA,,0.2,
929645098,false,finalized,5,4/8/2016 22:19:15,getting_an_appointment,0.7954,We called because we were running late and they were able to take us at a later time the same day.,SURVEY_83690081290f8769be25583d6d2c9cbd_8217da696f4deef490963036f581e7e7,,1.0,
929645099,false,finalized,4,4/8/2016 22:18:18,"staff
bedside_manner","0.7588
0.4857","Very knowledgeable, personable  and caring doctor and staff.",SURVEY_09149227094477472dc5567094a2ece6_0131a408bede20687aab6b403b8b1a64,,1.0,
929645100,false,finalized,3,4/8/2016 22:17:56,staff,1.0,Visit was very informative. Staff is very friendly and knowledgeable and made me feel very comfortable during my visit. I have confidence in Dr Kumar to make sure I stay healthy.,SURVEY_680f4479a1591d65b15a2d9e41710feb_481197bb1a0fcfc6bc3b608de78e573d,,1.0,
929645101,false,finalized,6,4/9/2016 04:18:55,"bedside_manner
staff","0.6412
0.487",I have been cared for by Dr Rivera  with my first son 5 years ago and she continues to provide and excel her services to me and my 2nd unborn child. I am extremely grateful for Acacia and the nurses who also do so well tending to me in this important time of my life.,SURVEY_0dccdbcd74e0b6d51e82bcd23be7de96_d0c68858a7f8047d08c61e7dc11f5cdc,,1.0,
929645102,false,finalized,5,4/8/2016 22:28:23,"bedside_manner
staff","0.5908
0.4214",Very attentive. Nurse is the sweetest thing. Doctor Santos is the best!!,KIOSK_cd9e10bf68f981a5785f8e180a6dccbd_c0b1a25ce298c5dbffc685c6ac3cbb8f,,1.0,
929645103,false,finalized,3,4/8/2016 22:12:58,doctor_competence,1.0,Unable to find my problem or issue. She should've referred me to a specialist. Had problems trying to schedule a follow up appointment. I was told twice within 5 weeks she was out of the country on vacation. I have since switched doctors and saw a specialist.,VITALS.vFktIxt9q6hsDBl5ueaRRQ.ARXQp-xFkVWo1G5yCKNpWg,,0.2,
929645104,false,finalized,5,4/9/2016 04:53:52,bedside_manner,0.6178,Very welcoming n comfortable   Much concern compassion.,SURVEY_cfcdca6f1c6748279179aaeb8adb6f26_be9cf5ed4fe067b24bf0aba71c6ed2ce,,0.8,
929645105,false,finalized,3,4/8/2016 22:17:56,bedside_manner,1.0,I love her she's so nice and funny she makes these trips not so awkward,SURVEY_5775fc5497cc2ddb0747429182ff1130_3c82397941c15b3ef8e28a588f7ba7cb,,1.0,
929645106,false,finalized,5,4/9/2016 18:03:28,doctor_competence,0.4025,Becky and the scheduling has been a blessing as I have been working with Escamilla to get past this sickness,SURVEY_536f1b68695ef168ef1d473cc39e133a_473e2890ab5d2c43090cb1d007bf9a50,,1.0,
929645107,false,finalized,6,4/9/2016 18:11:00,likely_to_recommend,0.5104,"This is a very uncaring and unprofessional doctor. After going to see her for severe pain a few times, each time she refused to check into the pain. Lab results were not taken until the yearly physical wherein the lab results turned out bad. Unfortunately the doctor did not call to advise the patient of the problems. I do not recommend this doctor for any reason.",VITALS.ofi1ry9KId4PCVB-JmPUcg.WNoxusbM9DWyHxZ3Kpb8VQ,,0.2,
929645108,false,finalized,4,4/8/2016 22:12:11,bedside_manner,0.7415,Great experience. Love dr. Gonzales. Very thorough with exam and answers all questions and concerns.,SURVEY_5b2f2fb88d097c2f29ecb6fc7e6eb071_4bd7f887ae08d03447e0b921bd7c0afd,,1.0,
929645109,false,finalized,6,4/8/2016 22:21:30,wait_time,0.5231,Never again. Waited 4 hours past my appointment time to be seen for 2 minutes,ZOC_DOC.SNDnfPP2DQKG-q_gnkfPog.Qqr5B4mxEl5Q6-4WoeuzQg,,0.2,
929645110,false,finalized,5,4/8/2016 22:28:23,likely_to_recommend,0.4032,All she cares about is making money and forcing people to have medical tests done that are unnecessary. Stay clear of this woman. She's a quack.,VITALS.rDmqG8rI3DJGofxOIfb0jA.L8YsYgMTIXB-ZH7yzdzQdQ,,0.2,
